YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_ARR_DELAY,DIV_DISTANCE,DIV1_AIRPORT,DIV1_AIRPORT_ID,DIV1_AIRPORT_SEQ_ID,DIV1_WHEELS_ON,DIV1_TOTAL_GTIME,DIV1_LONGEST_GTIME,DIV1_WHEELS_OFF,DIV1_TAIL_NUM,DIV2_AIRPORT,DIV2_AIRPORT_ID,DIV2_AIRPORT_SEQ_ID,DIV2_WHEELS_ON,DIV2_TOTAL_GTIME
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N702SK,3050,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,0858,0850,-8,0,0,-1,33,0923,0957,4,1004,1001,-3,0,0,-1,1000-1059,0,,0,71,34,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N702SK,3050,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1034,1027,-7,0,0,-1,21,1048,1122,10,1133,1132,-1,0,0,-1,1100-1159,0,,0,65,34,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N708SK,3079,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1000,0954,-6,0,0,-1,17,1011,1246,5,1308,1251,-17,0,0,-2,1300-1359,0,,0,117,95,1,833,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N708SK,3100,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1340,1337,-3,0,0,-1,18,1355,1528,8,1549,1536,-13,0,0,-1,1500-1559,0,,0,119,93,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N715SK,3081,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,1650,1648,-2,0,0,-1,18,1706,1736,3,1749,1739,-10,0,0,-1,1700-1759,0,,0,51,30,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N715SK,3081,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1835,1828,-7,0,0,-1,14,1842,1908,15,1934,1923,-11,0,0,-1,1900-1959,0,,0,55,26,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N716SK,4982,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,2200,2154,-6,0,0,-1,24,2218,2252,4,2259,2256,-3,0,0,-1,2200-2259,0,,0,62,34,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N718EV,4981,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,2118,2108,-10,0,0,-1,27,2135,2213,4,2226,2217,-9,0,0,-1,2200-2259,0,,0,69,38,1,225,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N719SK,3075,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,0830,0825,-5,0,0,-1,12,0837,0959,11,1002,1010,8,8,0,0,1000-1059,0,,0,165,142,1,833,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N720EV,4915,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,1250,1249,-1,0,0,-1,17,1306,1347,4,1358,1351,-7,0,0,-1,1300-1359,0,,0,62,41,1,225,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N720EV,4915,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1433,1413,-20,0,0,-2,19,1432,1516,11,1544,1527,-17,0,0,-2,1500-1559,0,,0,74,44,1,225,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N741EV,3173,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0637,0632,-5,0,0,-1,12,0644,0818,29,0845,0847,2,2,0,0,0800-0859,0,,0,135,94,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N744EV,3189,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,0633,0625,-8,0,0,-1,7,0632,0700,7,0732,0707,-25,0,0,-2,0700-0759,0,,0,42,28,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N744SK,4926,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,0610,0600,-10,0,0,-1,14,0614,0657,13,0721,0710,-11,0,0,-1,0700-0759,0,,0,70,43,1,225,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N752SK,5684,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,0605,0601,-4,0,0,-1,9,0610,0630,7,0701,0637,-24,0,0,-2,0700-0759,0,,0,96,80,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N760SK,3021,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1950,2202,132,132,1,8,30,2232,2326,6,2111,2332,141,141,1,9,2100-2159,0,,0,90,54,1,358,2,141,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N768SK,3035,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,1055,1050,-5,0,0,-1,25,1115,1234,7,1228,1241,13,13,0,0,1200-1259,0,,0,171,139,1,833,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N768SK,3098,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,0800,0802,2,2,0,0,33,0835,1022,4,1025,1026,1,1,0,0,1000-1059,0,,0,144,107,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N770SK,3294,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1801,1820,19,19,1,1,14,1834,2108,4,2109,2112,3,3,0,0,2100-2159,0,,0,112,94,1,833,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N778SK,3001,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1805,1802,-3,0,0,-1,35,1837,2035,5,2033,2040,7,7,0,0,2000-2059,0,,0,158,118,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N796SK,4801,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1720,1722,2,2,0,0,17,1739,1946,7,2004,1953,-11,0,0,-1,2000-2059,0,,0,91,67,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N904EV,5274,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,0849,0849,0,0,0,0,38,0927,1104,3,1105,1107,2,2,0,0,1100-1159,0,,0,138,97,1,585,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N904EV,5276,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,1140,1134,-6,0,0,-1,12,1146,1219,7,1244,1226,-18,0,0,-2,1200-1259,0,,0,112,93,1,541,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N962SW,4713,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1437,1433,-4,0,0,-1,16,1449,1557,7,1610,1604,-6,0,0,-1,1600-1659,0,,0,91,68,1,395,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N962SW,5954,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,1655,1652,-3,0,0,-1,15,1707,1735,9,1753,1744,-9,0,0,-1,1700-1759,0,,0,112,88,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N963SW,4709,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,1145,1141,-4,0,0,-1,20,1201,1226,8,1230,1234,4,4,0,0,1200-1259,0,,0,113,85,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N964SW,5841,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,2037,2033,-4,0,0,-1,23,2056,2303,6,2319,2309,-10,0,0,-1,2300-2359,0,,0,96,67,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N975SW,4681,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1351,1348,-3,0,0,-1,18,1406,1613,9,1633,1622,-11,0,0,-1,1600-1659,0,,0,94,67,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N975SW,4797,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1713,1709,-4,0,0,-1,9,1718,1822,8,1855,1830,-25,0,0,-2,1800-1859,0,,0,81,64,1,395,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N976SW,5285,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1007,0957,-10,0,0,-1,14,1011,1136,9,1205,1145,-20,0,0,-2,1200-1259,0,,0,108,85,1,585,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,OO,20304,OO,N976SW,5592,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,0745,0733,-12,0,0,-1,22,0755,0905,4,0923,0909,-14,0,0,-1,0900-0959,0,,0,96,70,1,429,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,UA,19977,UA,N38257,1524,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,0700,0654,-6,0,0,-1,19,0713,0822,16,0839,0838,-1,0,0,-1,0800-0859,0,,0,104,69,1,429,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,UA,19977,UA,N38473,1484,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1203,1157,-6,0,0,-1,15,1212,1313,6,1340,1319,-21,0,0,-2,1300-1359,0,,0,82,61,1,395,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,UA,19977,UA,N38473,1935,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,0930,0938,8,8,0,0,19,0957,1059,5,1102,1104,2,2,0,0,1100-1159,0,,0,86,62,1,395,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,UA,19977,UA,N462UA,2069,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1850,1846,-4,0,0,-1,22,1908,2014,3,2024,2017,-7,0,0,-1,2000-2059,0,,0,91,66,1,429,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,UA,19977,UA,N896UA,1617,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,0922,0916,-6,0,0,-1,10,0926,1023,13,1054,1036,-18,0,0,-2,1000-1059,0,,0,80,57,1,395,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N216WR,2772,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1910,1918,8,8,0,0,9,1927,2157,4,2210,2201,-9,0,0,-1,2200-2259,0,,0,103,90,1,833,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N219WN,1496,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,1120,1115,-5,0,0,-1,11,1126,1214,2,1230,1216,-14,0,0,-1,1200-1259,0,,0,61,48,1,238,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N219WN,756,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,0855,0850,-5,0,0,-1,9,0859,1007,3,1025,1010,-15,0,0,-1,1000-1059,0,,0,80,68,1,453,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N255WN,1465,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,0830,0825,-5,0,0,-1,8,0833,0916,3,0935,0919,-16,0,0,-2,0900-0959,0,,0,54,43,1,238,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N255WN,1465,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,1010,1010,0,0,0,0,11,1021,1049,7,1055,1056,1,1,0,0,1000-1059,0,,0,106,88,1,541,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N262WN,1352,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,0615,0612,-3,0,0,-1,15,0627,0720,4,0730,0724,-6,0,0,-1,0700-0759,0,,0,72,53,1,351,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N286WN,2945,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1050,1040,-10,0,0,-1,9,1049,1234,4,1300,1238,-22,0,0,-2,1300-1359,0,,0,118,105,1,691,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N286WN,2945,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,1335,1337,2,2,0,0,8,1345,1402,4,1420,1406,-14,0,0,-1,1400-1459,0,,0,89,77,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N287WN,379,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,2155,2140,-15,0,0,-1,16,2156,2332,5,2355,2337,-18,0,0,-2,2300-2359,0,,0,117,96,1,583,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N400WN,2339,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1350,1353,3,3,0,0,10,1403,1608,4,1625,1612,-13,0,0,-1,1600-1659,0,,0,79,65,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N400WN,2339,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,1710,1705,-5,0,0,-1,10,1715,1817,6,1835,1823,-12,0,0,-1,1800-1859,0,,0,78,62,1,419,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N409WN,2884,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1745,1738,-7,0,0,-1,9,1747,1855,3,1910,1858,-12,0,0,-1,1900-1959,0,,0,80,68,1,453,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N450WN,1594,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1330,1334,4,4,0,0,8,1342,1430,6,1435,1436,1,1,0,0,1400-1459,0,,0,182,168,1,1076,5,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N461WN,1541,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,1030,1027,-3,0,0,-1,6,1033,1141,3,1155,1144,-11,0,0,-1,1100-1159,0,,0,77,68,1,407,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N461WN,383,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,0825,0822,-3,0,0,-1,12,0834,0941,4,0955,0945,-10,0,0,-1,0900-0959,0,,0,83,67,1,419,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N489WN,1170,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1130,1118,-12,0,0,-1,9,1127,1243,7,1315,1250,-25,0,0,-2,1300-1359,0,,0,92,76,1,583,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N489WN,220,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,0845,0839,-6,0,0,-1,9,0848,1016,3,1050,1019,-31,0,0,-2,1000-1059,0,,0,100,88,1,583,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N493WN,350,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1020,1020,0,0,0,0,10,1030,1129,3,1145,1132,-13,0,0,-1,1100-1159,0,,0,72,59,1,351,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N493WN,350,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,1235,1232,-3,0,0,-1,9,1241,1344,5,1405,1349,-16,0,0,-2,1400-1459,0,,0,77,63,1,426,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N747SA,3091,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,0555,0549,-6,0,0,-1,8,0557,0656,4,0720,0700,-20,0,0,-2,0700-0759,0,,0,71,59,1,462,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N765SW,2512,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1025,1020,-5,0,0,-1,10,1030,1235,3,1255,1238,-17,0,0,-2,1200-1259,0,,0,78,65,1,541,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N765SW,2884,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,1945,2019,34,34,1,2,10,2029,2056,9,2035,2105,30,30,1,2,2000-2059,0,,0,106,87,1,541,3,30,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N7715E,501,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,2155,2221,26,26,1,1,12,2233,2314,3,2255,2317,22,22,1,1,2200-2259,0,,0,56,41,1,238,1,22,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N7732A,2600,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,0550,0546,-4,0,0,-1,16,0602,0741,4,0740,0745,5,5,0,0,0700-0759,0,,0,179,159,1,935,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N7739A,569,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1025,1019,-6,0,0,-1,9,1028,1144,4,1205,1148,-17,0,0,-2,1200-1259,0,,0,89,76,1,462,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N7739A,570,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1240,1231,-9,0,0,-1,8,1239,1554,10,1620,1604,-16,0,0,-2,1600-1659,0,,0,153,135,1,1158,5,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N7741C,2240,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1350,1350,0,0,0,0,11,1401,1607,3,1625,1610,-15,0,0,-1,1600-1659,0,,0,80,66,1,541,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,6,5,1/6/2023 0:00,WN,19393,WN,N7741C,2240,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,1700,1652,-8,0,0,-1,8,1700,1815,5,1840,1820,-20,0,0,-2,1800-1859,0,,0,88,75,1,453,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
