YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_ARR_DELAY,DIV_DISTANCE,DIV1_AIRPORT,DIV1_AIRPORT_ID,DIV1_AIRPORT_SEQ_ID,DIV1_WHEELS_ON,DIV1_TOTAL_GTIME,DIV1_LONGEST_GTIME,DIV1_WHEELS_OFF,DIV1_TAIL_NUM,DIV2_AIRPORT,DIV2_AIRPORT_ID,DIV2_AIRPORT_SEQ_ID,DIV2_WHEELS_ON,DIV2_TOTAL_GTIME
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N202NN,4244,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,1835,1830,-5,0,0,-1,9,1839,1937,4,1953,1941,-12,0,0,-1,1900-1959,0,,0,71,58,1,358,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N211NN,4152,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,0642,0639,-3,0,0,-1,11,0650,0750,9,0800,0759,-1,0,0,-1,0800-0859,0,,0,80,60,1,358,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N211NN,4241,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1719,1712,-7,0,0,-1,15,1727,1919,6,1940,1925,-15,0,0,-1,1900-1959,0,,0,133,112,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N213NN,4016,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1415,1412,-3,0,0,-1,19,1431,1720,4,1733,1724,-9,0,0,-1,1700-1759,0,,0,132,109,1,935,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N213NN,4016,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,1816,1814,-2,0,0,-1,9,1823,1952,18,1959,2010,11,11,0,0,1900-1959,0,,0,176,149,1,935,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N233NN,3325,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1050,1041,-9,0,0,-1,12,1053,1247,6,1311,1253,-18,0,0,-2,1300-1359,0,,0,132,114,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N233NN,3326,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1347,1341,-6,0,0,-1,15,1356,1529,12,1551,1541,-10,0,0,-1,1500-1559,0,,0,120,93,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N238NN,4240,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,0700,0649,-11,0,0,-1,13,0702,0802,3,0825,0805,-20,0,0,-2,0800-0859,0,,0,76,60,1,426,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N238NN,4240,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,0900,0849,-11,0,0,-1,11,0900,1013,4,1029,1017,-12,0,0,-1,1000-1059,0,,0,88,73,1,426,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N279MQ,4224,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1130,1127,-3,0,0,-1,12,1139,1311,12,1334,1323,-11,0,0,-1,1300-1359,0,,0,116,92,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N279MQ,4225,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0535,0526,-9,0,0,-1,13,0539,0711,10,0739,0721,-18,0,0,-2,0700-0759,0,,0,115,92,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N279MQ,4232,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,0831,0828,-3,0,0,-1,27,0855,1053,4,1059,1057,-2,0,0,-1,1000-1059,0,,0,149,118,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N764JD,3391,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1632,1625,-7,0,0,-1,8,1633,1758,10,1825,1808,-17,0,0,-2,1800-1859,0,,0,103,85,1,585,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,MQ,20398,MQ,N764JD,3552,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1353,1349,-4,0,0,-1,11,1400,1531,3,1555,1534,-21,0,0,-2,1500-1559,0,,0,105,91,1,585,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OH,20397,OH,N525AE,5203,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,2039,2033,-6,0,0,-1,22,2055,2244,5,2248,2249,1,1,0,0,2200-2259,0,,0,196,169,1,1049,5,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OH,20397,OH,N532EA,5516,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,0531,0520,-11,0,0,-1,19,0539,0843,31,0919,0914,-5,0,0,-1,0900-0959,0,,0,174,124,1,1049,5,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OH,20397,OH,N548NN,5519,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1129,1126,-3,0,0,-1,42,1208,1330,4,1317,1334,17,17,1,1,1300-1359,0,,0,188,142,1,842,4,0,0,17,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OH,20397,OH,N548NN,5519,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1350,1431,41,41,1,2,11,1442,1718,10,1710,1728,18,18,1,1,1700-1759,0,,0,117,96,1,842,4,12,0,0,0,6,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N103SY,5600,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1336,1334,-2,0,0,-1,11,1345,1506,8,1523,1514,-9,0,0,-1,1500-1559,0,,0,100,81,1,429,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N103SY,5668,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1001,0958,-3,0,0,-1,21,1019,1230,5,1245,1235,-10,0,0,-1,1200-1259,0,,0,97,71,1,541,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N127SY,5932,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1744,1743,-1,0,0,-1,20,1803,2013,9,2028,2022,-6,0,0,-1,2000-2059,0,,0,99,70,1,541,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N130SY,5364,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0741,0738,-3,0,0,-1,15,0753,0927,6,0955,0933,-22,0,0,-2,0900-0959,0,,0,115,94,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N151SY,5404,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1617,1628,11,11,0,0,25,1653,1831,8,1834,1839,5,5,0,0,1800-1859,0,,0,131,98,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N151SY,5555,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1300,1258,-2,0,0,-1,29,1327,1523,7,1526,1530,4,4,0,0,1500-1559,0,,0,152,116,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N151SY,5717,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1935,1943,8,8,0,0,21,2004,2201,7,2205,2208,3,3,0,0,2200-2259,0,,0,145,117,1,693,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N163SY,5333,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1357,1349,-8,0,0,-1,15,1404,1513,8,1533,1521,-12,0,0,-1,1500-1559,0,,0,92,69,1,395,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N163SY,5584,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1010,1009,-1,0,0,-1,24,1033,1245,4,1254,1249,-5,0,0,-1,1200-1259,0,,0,100,72,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N165SY,4761,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,0830,0909,39,39,1,2,21,0930,1004,9,0933,1013,40,40,1,2,0900-0959,0,,0,124,94,1,541,3,0,40,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N207PS,5285,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1007,1003,-4,0,0,-1,15,1018,1145,27,1205,1212,7,7,0,0,1200-1259,0,,0,129,87,1,585,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N207PS,5592,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,0745,0740,-5,0,0,-1,15,0755,0903,5,0923,0908,-15,0,0,-1,0900-0959,0,,0,88,68,1,429,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N207SY,5251,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1437,1459,22,22,1,1,27,1526,1631,4,1611,1635,24,24,1,1,1600-1659,0,,0,96,65,1,429,2,24,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N207SY,5273,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,1655,1707,12,12,0,0,11,1718,1751,18,1754,1809,15,15,1,1,1700-1759,0,,0,122,93,1,541,3,0,0,0,0,15,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N240SY,3756,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,0723,0714,-9,0,0,-1,15,0729,0904,15,0929,0919,-10,0,0,-1,0900-0959,0,,0,125,95,1,694,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N256SY,3838,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,0826,0813,-13,0,0,-1,17,0830,0954,6,1018,1000,-18,0,0,-2,1000-1059,0,,0,167,144,1,866,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N269SY,3836,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1805,1805,0,0,0,0,47,1852,2030,2,2025,2032,7,7,0,0,2000-2059,0,,0,147,98,1,694,3,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N274SY,4073,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,0800,0918,78,78,1,5,15,0933,1100,9,1008,1109,61,61,1,4,1000-1059,0,,0,171,147,1,926,4,61,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N274SY,4133,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,2105,2056,-9,0,0,-1,44,2140,0039,5,0038,0044,6,6,0,0,0001-0559,0,,0,168,119,1,926,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N289SY,3584,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1405,1402,-3,0,0,-1,36,1438,1736,5,1735,1741,6,6,0,0,1700-1759,0,,0,159,118,1,926,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N289SY,3584,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1823,1818,-5,0,0,-1,9,1827,1953,10,2017,2003,-14,0,0,-1,2000-2059,0,,0,165,146,1,926,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N305SY,3510,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1802,1756,-6,0,0,-1,16,1812,1931,19,1953,1950,-3,0,0,-1,1900-1959,0,,0,174,139,1,866,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N305SY,3510,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1353,1348,-5,0,0,-1,39,1427,1715,3,1714,1718,4,4,0,0,1700-1759,0,,0,150,108,1,866,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N305SY,3691,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,2055,2053,-2,0,0,-1,32,2125,0017,3,0021,0020,-1,0,0,-1,0001-0559,0,,0,147,112,1,866,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N464SW,5841,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,2037,2029,-8,0,0,-1,38,2107,2319,9,2319,2328,9,9,0,0,2300-2359,0,,0,119,72,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N505SY,3107,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0759,0757,-2,0,0,-1,15,0812,0918,14,0918,0932,14,14,0,0,0900-0959,0,,0,215,186,1,1187,5,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N507SY,3108,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1730,1724,-6,0,0,-1,19,1743,2206,5,2220,2211,-9,0,0,-1,2200-2259,0,,0,167,143,1,1187,5,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N508SY,3169,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,0830,0923,53,53,1,3,20,0943,1359,4,1328,1403,35,35,1,2,1300-1359,0,,0,160,136,1,1187,5,35,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N508SY,3169,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,1410,1437,27,27,1,1,12,1449,1551,7,1532,1558,26,26,1,1,1500-1559,0,,0,201,182,1,1187,5,26,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N515SY,3179,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1443,1437,-6,0,0,-1,17,1454,1921,5,1944,1926,-18,0,0,-2,1900-1959,0,,0,169,147,1,1283,6,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N515SY,3179,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2020,2011,-9,0,0,-1,14,2025,2138,31,2150,2209,19,19,1,1,2100-2159,0,,0,238,193,1,1283,6,19,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N603UX,4705,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,0723,0713,-10,0,0,-1,19,0732,0835,7,0852,0842,-10,0,0,-1,0800-0859,0,,0,89,63,1,395,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N603UX,5256,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,0950,0946,-4,0,0,-1,14,1000,1026,13,1034,1039,5,5,0,0,1000-1059,0,,0,113,86,1,495,2,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N658CA,3072,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,1650,1649,-1,0,0,-1,18,1707,1738,4,1748,1742,-6,0,0,-1,1700-1759,0,,0,53,31,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N658CA,3081,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1818,1809,-9,0,0,-1,10,1819,1852,19,1918,1911,-7,0,0,-1,1900-1959,0,,0,62,33,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N702SK,3075,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,0835,1200,205,205,1,12,18,1218,1339,5,1012,1344,212,212,1,12,1000-1059,0,,0,164,141,1,833,4,212,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N709EV,4915,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,1255,1252,-3,0,0,-1,21,1313,1400,4,1406,1404,-2,0,0,-1,1400-1459,0,,0,72,47,1,225,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N709EV,4915,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1437,1426,-11,0,0,-1,11,1437,1525,13,1553,1538,-15,0,0,-1,1500-1559,0,,0,72,48,1,225,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N709EV,4926,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,0610,0558,-12,0,0,-1,17,0615,0702,10,0726,0712,-14,0,0,-1,0700-0759,0,,0,74,47,1,225,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N742SK,3050,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,0841,0831,-10,0,0,-1,22,0853,0927,3,0950,0930,-20,0,0,-2,0900-0959,0,,0,59,34,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N742SK,3050,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1020,1010,-10,0,0,-1,13,1023,1058,20,1120,1118,-2,0,0,-1,1100-1159,0,,0,68,35,1,140,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N756SK,4820,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,1747,1741,-6,0,0,-1,15,1756,1913,8,1926,1921,-5,0,0,-1,1900-1959,0,,0,160,137,1,833,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N756SK,4820,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1359,1351,-8,0,0,-1,18,1409,1647,5,1708,1652,-16,0,0,-2,1700-1759,0,,0,121,98,1,833,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N758SK,3294,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1735,1731,-4,0,0,-1,13,1744,2023,6,2043,2029,-14,0,0,-1,2000-2059,0,,0,118,99,1,833,4,,,,,,,,,0,,,,,,,,,,,,,,,,,
2023,1,1,19,4,1/19/2023 0:00,OO,20304,OO,N774SK,4981,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,2118,2109,-9,0,0,-1,27,2136,2218,4,2226,2222,-4,0,0,-1,2200-2259,0,,0,73,42,1,225,1,,,,,,,,,0,,,,,,,,,,,,,,,,,
