year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,9,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",80.00,6.00,2.72,0.00,3.28,0.00,0.00,0.00,0.00,308.00,163.00,0.00,145.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",60.00,6.00,2.93,0.00,1.16,0.00,1.91,0.00,1.00,341.00,222.00,0.00,49.00,0.00,70.00
2023,9,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",60.00,4.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,147.00,128.00,0.00,19.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",92.00,7.00,2.93,0.94,2.13,0.00,1.00,0.00,0.00,270.00,112.00,48.00,42.00,0.00,68.00
2023,9,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",72.00,14.00,5.56,0.00,2.09,0.00,6.35,6.00,0.00,695.00,220.00,0.00,137.00,0.00,338.00
2023,9,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2062.00,200.00,66.78,13.88,35.90,0.00,83.45,2.00,1.00,17361.00,6394.00,4028.00,1503.00,0.00,5436.00
2023,9,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",69.00,10.00,2.94,1.13,4.24,0.00,1.69,0.00,1.00,643.00,181.00,61.00,242.00,0.00,159.00
2023,9,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",57.00,19.00,1.80,1.85,7.16,0.00,8.20,4.00,0.00,1166.00,116.00,144.00,341.00,0.00,565.00
2023,9,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",7.00,1.00,0.74,0.00,0.26,0.00,0.00,0.00,0.00,72.00,53.00,0.00,19.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",59.00,11.00,3.14,0.00,1.27,0.00,6.59,2.00,0.00,1003.00,325.00,0.00,91.00,0.00,587.00
2023,9,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",54.00,12.00,2.78,0.00,4.73,0.00,4.49,5.00,0.00,725.00,95.00,0.00,157.00,0.00,473.00
2023,9,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",69.00,14.00,6.07,0.00,1.47,0.00,6.46,4.00,0.00,855.00,314.00,0.00,119.00,0.00,422.00
2023,9,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",107.00,20.00,8.80,0.00,2.61,0.00,8.59,7.00,0.00,1237.00,664.00,0.00,136.00,0.00,437.00
2023,9,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",53.00,2.00,1.00,0.00,0.40,0.00,0.60,0.00,0.00,66.00,51.00,0.00,6.00,0.00,9.00
2023,9,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",82.00,9.00,4.19,0.00,2.27,0.00,2.54,0.00,0.00,682.00,419.00,0.00,168.00,0.00,95.00
2023,9,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",52.00,7.00,4.35,1.00,1.65,0.00,0.00,0.00,0.00,340.00,293.00,21.00,26.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",139.00,20.00,8.23,0.00,4.11,0.00,7.66,11.00,0.00,1566.00,653.00,0.00,203.00,0.00,710.00
2023,9,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",233.00,30.00,11.36,0.00,5.06,0.00,13.59,19.00,0.00,1825.00,814.00,0.00,323.00,0.00,688.00
2023,9,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",75.00,15.00,4.95,0.00,5.46,0.00,4.59,8.00,0.00,1059.00,265.00,0.00,273.00,0.00,521.00
2023,9,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",104.00,15.00,4.38,0.00,3.67,0.00,6.95,4.00,0.00,846.00,293.00,0.00,141.00,0.00,412.00
2023,9,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",105.00,18.00,10.79,0.00,4.10,0.00,3.11,0.00,0.00,1110.00,636.00,0.00,106.00,0.00,368.00
2023,9,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",121.00,14.00,4.99,0.00,4.12,0.00,4.89,6.00,0.00,685.00,253.00,0.00,162.00,0.00,270.00
2023,9,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",209.00,39.00,13.03,1.31,14.24,0.00,10.42,14.00,0.00,2174.00,869.00,78.00,710.00,0.00,517.00
2023,9,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",296.00,41.00,16.08,0.89,6.14,0.00,17.89,20.00,0.00,2976.00,981.00,65.00,277.00,0.00,1653.00
2023,9,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",206.00,27.00,8.91,0.00,8.29,0.00,9.80,23.00,0.00,2430.00,1334.00,0.00,502.00,0.00,594.00
2023,9,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",81.00,11.00,4.93,0.00,0.74,0.00,5.33,0.00,0.00,601.00,354.00,0.00,45.00,0.00,202.00
2023,9,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",75.00,10.00,4.83,2.00,2.17,0.00,1.00,0.00,1.00,1725.00,933.00,713.00,57.00,0.00,22.00
2023,9,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",9.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",597.00,100.00,27.68,4.03,31.29,0.85,36.15,27.00,1.00,8204.00,2052.00,352.00,2394.00,29.00,3377.00
2023,9,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",60.00,14.00,5.45,0.00,3.43,0.00,5.12,0.00,0.00,866.00,333.00,0.00,145.00,0.00,388.00
2023,9,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",29.00,8.00,2.09,0.00,2.21,0.00,3.69,3.00,0.00,618.00,85.00,0.00,212.00,0.00,321.00
2023,9,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",167.00,29.00,8.22,0.00,13.72,0.00,7.06,2.00,0.00,1607.00,606.00,0.00,689.00,0.00,312.00
2023,9,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",60.00,7.00,2.26,1.00,1.69,0.00,2.05,0.00,0.00,346.00,113.00,47.00,105.00,0.00,81.00
2023,9,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",206.00,41.00,17.83,2.43,8.70,0.00,12.04,3.00,2.00,2832.00,777.00,253.00,823.00,0.00,979.00
2023,9,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1612.00,215.00,56.10,7.94,45.36,0.00,105.60,19.00,2.00,17140.00,4703.00,1784.00,2340.00,0.00,8313.00
2023,9,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",134.00,20.00,2.09,1.40,14.21,0.00,2.31,8.00,1.00,1415.00,187.00,272.00,803.00,0.00,153.00
2023,9,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",27.00,11.00,4.31,0.00,2.70,0.00,3.99,0.00,1.00,586.00,358.00,0.00,81.00,0.00,147.00
2023,9,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",40.00,4.00,0.72,0.07,1.13,0.00,2.08,0.00,0.00,417.00,150.00,6.00,46.00,0.00,215.00
2023,9,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",30.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,122.00,122.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",10.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,19.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,104.00,0.00,0.00,0.00,0.00,104.00
2023,9,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",81.00,15.00,6.99,0.00,1.85,0.00,6.16,3.00,0.00,609.00,343.00,0.00,63.00,0.00,203.00
2023,9,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",151.00,26.00,11.45,0.00,5.27,0.00,9.28,9.00,0.00,1570.00,454.00,0.00,285.00,0.00,831.00
2023,9,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",90.00,10.00,6.03,0.52,1.07,0.00,2.37,8.00,0.00,543.00,327.00,25.00,47.00,0.00,144.00
2023,9,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",60.00,7.00,2.00,1.00,1.00,0.00,3.00,0.00,0.00,381.00,146.00,21.00,18.00,0.00,196.00
2023,9,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",86.00,6.00,1.53,0.00,2.00,0.00,2.47,1.00,0.00,243.00,41.00,0.00,135.00,0.00,67.00
2023,9,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",31.00,3.00,1.02,0.00,0.00,0.00,1.98,0.00,0.00,147.00,81.00,0.00,0.00,0.00,66.00
2023,9,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",34.00,9.00,4.00,0.00,3.71,0.00,1.29,1.00,0.00,631.00,115.00,0.00,366.00,0.00,150.00
2023,9,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",8.00,1.00,0.02,0.00,0.00,0.00,0.98,0.00,0.00,61.00,1.00,0.00,0.00,0.00,60.00
2023,9,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",133.00,13.00,1.71,2.11,4.50,0.00,4.68,9.00,0.00,1305.00,87.00,514.00,286.00,0.00,418.00
2023,9,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",192.00,44.00,16.71,0.00,11.85,0.00,15.45,11.00,0.00,2332.00,827.00,0.00,579.00,0.00,926.00
2023,9,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",60.00,10.00,2.69,0.00,3.98,0.00,3.33,6.00,0.00,601.00,189.00,0.00,169.00,0.00,243.00
2023,9,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",59.00,1.00,0.14,0.00,0.00,0.00,0.86,0.00,0.00,43.00,6.00,0.00,0.00,0.00,37.00
2023,9,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",9.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1514.00,232.00,46.82,13.08,106.63,0.00,65.48,152.00,6.00,25865.00,5068.00,3485.00,11933.00,0.00,5379.00
2023,9,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",17.00,4.00,1.81,0.30,0.70,0.00,1.19,1.00,0.00,159.00,103.00,6.00,14.00,0.00,36.00
2023,9,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",60.00,8.00,2.50,0.00,1.04,0.00,4.46,0.00,0.00,516.00,228.00,0.00,18.00,0.00,270.00
2023,9,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",68.00,9.00,5.46,1.00,0.29,0.00,2.26,0.00,0.00,336.00,167.00,81.00,14.00,0.00,74.00
2023,9,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2633.00,441.00,85.91,24.39,219.97,0.00,110.73,219.00,13.00,44243.00,11954.00,3051.00,19483.00,0.00,9755.00
2023,9,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",29.00,10.00,3.17,0.85,3.59,0.00,2.38,1.00,0.00,1108.00,302.00,139.00,559.00,0.00,108.00
2023,9,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",56.00,6.00,2.47,1.63,0.38,0.00,1.53,0.00,0.00,201.00,110.00,39.00,6.00,0.00,46.00
2023,9,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",84.00,15.00,5.73,1.00,2.73,0.00,5.55,11.00,0.00,885.00,283.00,17.00,219.00,0.00,366.00
2023,9,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",11.00,3.00,1.77,1.00,0.10,0.00,0.12,0.00,0.00,305.00,160.00,125.00,8.00,0.00,12.00
2023,9,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",30.00,8.00,0.36,0.56,0.71,0.00,6.36,1.00,0.00,834.00,37.00,61.00,124.00,0.00,612.00
2023,9,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",60.00,5.00,2.46,0.00,1.86,0.00,0.68,0.00,0.00,204.00,109.00,0.00,59.00,0.00,36.00
2023,9,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",87.00,13.00,5.91,0.00,3.00,0.00,4.09,3.00,1.00,984.00,383.00,0.00,291.00,0.00,310.00
2023,9,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",60.00,13.00,5.99,0.00,3.23,0.00,3.78,0.00,0.00,690.00,326.00,0.00,219.00,0.00,145.00
2023,9,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",60.00,8.00,3.23,0.70,3.25,0.00,0.82,0.00,0.00,616.00,227.00,173.00,126.00,0.00,90.00
2023,9,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",83.00,4.00,2.79,0.00,1.00,0.00,0.21,0.00,0.00,203.00,165.00,0.00,21.00,0.00,17.00
2023,9,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",30.00,6.00,3.69,0.00,0.41,0.00,1.90,0.00,1.00,496.00,287.00,0.00,14.00,0.00,195.00
2023,9,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",87.00,11.00,4.76,1.00,1.09,0.00,4.15,0.00,0.00,540.00,211.00,47.00,22.00,0.00,260.00
2023,9,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",516.00,65.00,14.47,1.00,7.42,0.00,42.12,0.00,1.00,4995.00,1500.00,84.00,428.00,0.00,2983.00
2023,9,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",60.00,15.00,5.77,0.07,3.42,0.00,5.74,3.00,0.00,1061.00,586.00,15.00,141.00,0.00,319.00
2023,9,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",23.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,94.00,25.00,0.00,0.00,0.00,69.00
2023,9,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",8.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,172.00,172.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",215.00,34.00,11.14,1.91,13.32,0.00,7.63,19.00,0.00,4527.00,1458.00,296.00,1358.00,0.00,1415.00
2023,9,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",25.00,9.00,2.54,0.00,2.79,0.00,3.67,1.00,0.00,566.00,107.00,0.00,145.00,0.00,314.00
2023,9,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",72.00,5.00,1.80,0.00,1.09,0.00,2.11,8.00,0.00,232.00,80.00,0.00,56.00,0.00,96.00
2023,9,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",87.00,11.00,2.48,0.00,0.89,1.00,6.63,6.00,0.00,1541.00,676.00,0.00,40.00,26.00,799.00
2023,9,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",181.00,43.00,9.78,1.68,18.51,0.00,13.03,8.00,0.00,2347.00,550.00,60.00,759.00,0.00,978.00
2023,9,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",558.00,82.00,16.58,1.20,21.34,0.00,42.88,27.00,0.00,8171.00,2240.00,1131.00,1351.00,0.00,3449.00
2023,9,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",266.00,44.00,11.30,1.88,13.78,0.00,17.04,16.00,0.00,3060.00,1070.00,41.00,472.00,0.00,1477.00
2023,9,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",87.00,14.00,5.59,0.00,1.25,0.00,7.17,1.00,0.00,1045.00,358.00,0.00,80.00,0.00,607.00
2023,9,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",298.00,49.00,15.15,0.00,15.18,0.00,18.67,18.00,0.00,3994.00,1730.00,0.00,697.00,0.00,1567.00
2023,9,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",31.00,8.00,4.94,0.72,0.07,0.00,2.27,0.00,1.00,616.00,358.00,86.00,8.00,0.00,164.00
2023,9,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",180.00,39.00,6.82,0.93,18.83,0.00,12.42,11.00,1.00,2914.00,730.00,62.00,998.00,0.00,1124.00
2023,9,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",48.00,7.00,2.88,0.19,0.44,0.00,3.50,0.00,0.00,524.00,308.00,16.00,37.00,0.00,163.00
2023,9,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",16.00,4.00,3.72,0.00,0.28,0.00,0.00,0.00,0.00,96.00,89.00,0.00,7.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",82.00,10.00,5.72,0.00,3.12,0.00,1.16,0.00,1.00,384.00,234.00,0.00,91.00,0.00,59.00
2023,9,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",84.00,15.00,8.14,0.00,3.00,0.00,3.86,5.00,1.00,1066.00,752.00,0.00,96.00,0.00,218.00
2023,9,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",194.00,37.00,11.31,0.03,8.80,0.00,16.86,16.00,0.00,2752.00,744.00,1.00,462.00,0.00,1545.00
2023,9,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",38.00,6.00,2.26,0.00,2.08,0.00,1.65,0.00,0.00,216.00,102.00,0.00,50.00,0.00,64.00
2023,9,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",103.00,6.00,2.85,0.00,1.00,0.00,2.15,0.00,0.00,383.00,188.00,0.00,24.00,0.00,171.00
2023,9,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",57.00,6.00,2.13,0.00,3.00,0.00,0.88,0.00,0.00,235.00,118.00,0.00,61.00,0.00,56.00
2023,9,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",55.00,5.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,205.00,136.00,0.00,32.00,0.00,37.00
2023,9,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",225.00,31.00,9.68,0.00,5.90,0.00,15.42,5.00,0.00,2226.00,801.00,0.00,338.00,0.00,1087.00
2023,9,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",60.00,8.00,3.32,0.00,0.49,0.00,4.19,0.00,0.00,372.00,79.00,0.00,60.00,0.00,233.00
2023,9,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,9,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",84.00,10.00,5.41,0.56,1.47,0.00,2.56,0.00,0.00,555.00,229.00,10.00,56.00,0.00,260.00
2023,9,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",244.00,46.00,21.59,0.97,9.27,1.00,13.18,0.00,0.00,3294.00,1786.00,126.00,394.00,62.00,926.00
2023,9,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",88.00,22.00,11.07,0.12,2.87,0.00,7.95,1.00,1.00,1303.00,709.00,3.00,162.00,0.00,429.00
2023,9,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",33.00,10.00,3.35,0.00,0.62,0.00,6.03,0.00,0.00,1138.00,317.00,0.00,65.00,0.00,756.00
2023,9,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",39.00,7.00,2.42,0.00,3.20,0.00,1.37,0.00,0.00,388.00,124.00,0.00,80.00,0.00,184.00
2023,9,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",680.00,142.00,53.08,6.74,25.30,0.00,56.89,1.00,0.00,12210.00,4710.00,722.00,1405.00,0.00,5373.00
2023,9,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1267.00,277.00,89.57,7.50,89.15,0.00,90.78,9.00,8.00,20805.00,6828.00,788.00,4956.00,0.00,8233.00
2023,9,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",122.00,45.00,15.91,0.63,15.38,0.00,13.07,0.00,0.00,4355.00,1278.00,66.00,487.00,0.00,2524.00
2023,9,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",87.00,17.00,5.87,0.27,4.46,0.00,6.40,0.00,1.00,1881.00,684.00,18.00,154.00,0.00,1025.00
2023,9,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",279.00,75.00,25.70,4.39,18.04,1.00,25.87,2.00,3.00,4786.00,1744.00,316.00,726.00,81.00,1919.00
2023,9,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",61.00,21.00,8.48,0.26,3.43,1.00,7.83,1.00,2.00,1083.00,454.00,27.00,116.00,21.00,465.00
2023,9,AA,American Airlines Inc.,BGR,"Bangor, ME: Bangor International",121.00,21.00,6.72,0.00,2.88,0.00,11.41,4.00,0.00,1496.00,331.00,0.00,106.00,0.00,1059.00
2023,9,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",48.00,7.00,1.73,0.00,1.21,0.00,4.06,0.00,0.00,498.00,45.00,0.00,106.00,0.00,347.00
2023,9,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",784.00,206.00,59.06,6.06,39.21,0.00,101.68,8.00,0.00,15607.00,3891.00,468.00,1737.00,0.00,9511.00
2023,9,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",114.00,20.00,7.62,0.00,2.08,0.00,10.30,0.00,0.00,3354.00,445.00,0.00,147.00,0.00,2762.00
2023,9,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1309.00,413.00,98.61,20.94,190.32,0.48,102.65,22.00,3.00,32029.00,8138.00,1931.00,11886.00,50.00,10024.00
2023,9,AA,American Airlines Inc.,BTV,"Burlington, VT: Burlington International",67.00,11.00,3.04,1.00,2.13,0.00,4.83,1.00,1.00,641.00,70.00,206.00,68.00,0.00,297.00
2023,9,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",174.00,35.00,12.78,0.80,3.06,0.19,18.16,0.00,0.00,3935.00,1540.00,45.00,125.00,7.00,2218.00
2023,9,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",107.00,16.00,3.40,1.13,3.19,0.00,8.27,0.00,0.00,1821.00,736.00,163.00,141.00,0.00,781.00
2023,9,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",344.00,88.00,33.48,3.79,16.36,0.35,34.02,4.00,1.00,5589.00,2466.00,204.00,607.00,26.00,2286.00
2023,9,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",88.00,10.00,4.33,0.00,0.34,0.00,5.32,0.00,0.00,548.00,183.00,0.00,10.00,0.00,355.00
2023,9,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",58.00,17.00,4.06,0.00,3.50,0.00,9.44,0.00,0.00,1014.00,220.00,0.00,211.00,0.00,583.00
2023,9,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",339.00,86.00,35.84,0.75,19.74,0.00,29.66,2.00,1.00,6078.00,2464.00,74.00,852.00,0.00,2688.00
2023,9,AA,American Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",92.00,26.00,11.49,0.99,2.32,0.00,11.19,0.00,0.00,2557.00,1041.00,118.00,105.00,0.00,1293.00
2023,9,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",432.00,104.00,33.99,1.13,25.34,0.00,43.54,4.00,2.00,5479.00,1527.00,63.00,919.00,0.00,2970.00
2023,9,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",9442.00,1672.00,485.11,92.85,381.91,7.12,705.01,65.00,7.00,151124.00,54466.00,8606.00,17193.00,276.00,70583.00
